Capacity,Course Level,Course No,Course Title,Credits,Days Time,Days,Description,Division,End Date,Enroll/Cap,Enrolled,Instructor(s),Location,Program,Section,Semister,Session,Start Date,Year,Times,Term,Title
40,Intermediate Management,SME2000,+/-Intermediate Management ,6.00,MW     8:00AM- 9:15AMMW     9:45AM-11:00AM,MW,"The sophomore management experience MAC and TOM module (SME) integrates two subject streams: Technology and Operations Management (3 credits) and Managerial Accounting (3 credits).  This module focuses on the internal organization and processes required for entrepreneurial leaders and managers to successfully test and execute business strategies. To be effective, entrepreneurs and managers must design operations, model the expected performance of operational designs, make decisions that strategically manage costs, and take actions that achieve desired results in an ethical manner. The two streams in this module will help build the skills you need to become ethical entrepreneurial leaders and managers. You will experience how the design of operations impacts measured performance, and how modeling expected results before action is taken leads to improved operational decisions. SME will also provide learning experiences that demonstrate the interconnections between the streams.***Students may not take SME2000 and SME2010 concurrently***SME2001 Managerial Accounting3 credit intermediate management The Managerial Accounting stream in SME builds on knowledge acquired in Financial Accounting but shifts the focus to providing entrepreneurs and managers with relevant information that supports decision making and performance measurement. The stream introduces the language of managerial accounting and teaches students to perform basic management accounting analyses (e.g., costing of cost objects, cost behavior, differential analysis, and performance measurement). The stream requires students to use the results of their analysis to evaluate the design of operations, to make strategic decisions, and to propose action. Issues covered include selecting a profitable mix of products and services, analyzing profits and costs during product development, budgeting for operations, analyzing whether to outsource or insource activities, and managing performance through measurement systems. Throughout the semester we will explore interconnections between management accounting analyses and operational actions.SME2002 Managing Operations3 credit intermediate managementManaging operations is vital to every type of organization, for it is only through effective and efficient utilization of resources that an organization can be successful in the long run. This is especially true today, when we see that significant competitive advantages accrue to those firms that manage their operations effectively. We define operations in the broadest sense, not confining the focus within a set of walls but defining the scope to the thoughts and activities necessary to supply goods and services from their conception to their consumption. This course introduces you to the operational challenges that entrepreneurs and managers face and provides a set of tools to aid you in designing, evaluating and managing business processes to meet your organization’s objectives. Throughout the semester we will explore interconnections between operational actions and management accounting analyses.PREREQUISITES: ACC1000 and FME1001 ",Interdisciplinary,"May 17, 2019",40 of 40,40,"Amovic, BojanAttachot, WeerapatAmovic, BojanAttachot, Weerapat", ,Undergraduate,05, Spring 2019,Full Session,"Jan 23, 2019",2019, 8:00AM- 9:15AM 9:45AM-11:00AM,Spring,SME:MANAGERIAL ACCOUNTING AND OPERATIONS
40,Intermediate Management,SME2000,+/-Intermediate Management ,6.00,MW     8:00AM- 9:15AMMW     9:45AM-11:00AM,MW,"The sophomore management experience MAC and TOM module (SME) integrates two subject streams: Technology and Operations Management (3 credits) and Managerial Accounting (3 credits).  This module focuses on the internal organization and processes required for entrepreneurial leaders and managers to successfully test and execute business strategies. To be effective, entrepreneurs and managers must design operations, model the expected performance of operational designs, make decisions that strategically manage costs, and take actions that achieve desired results in an ethical manner. The two streams in this module will help build the skills you need to become ethical entrepreneurial leaders and managers. You will experience how the design of operations impacts measured performance, and how modeling expected results before action is taken leads to improved operational decisions. SME will also provide learning experiences that demonstrate the interconnections between the streams.***Students may not take SME2000 and SME2010 concurrently***SME2001 Managerial Accounting3 credit intermediate management The Managerial Accounting stream in SME builds on knowledge acquired in Financial Accounting but shifts the focus to providing entrepreneurs and managers with relevant information that supports decision making and performance measurement. The stream introduces the language of managerial accounting and teaches students to perform basic management accounting analyses (e.g., costing of cost objects, cost behavior, differential analysis, and performance measurement). The stream requires students to use the results of their analysis to evaluate the design of operations, to make strategic decisions, and to propose action. Issues covered include selecting a profitable mix of products and services, analyzing profits and costs during product development, budgeting for operations, analyzing whether to outsource or insource activities, and managing performance through measurement systems. Throughout the semester we will explore interconnections between management accounting analyses and operational actions.SME2002 Managing Operations3 credit intermediate managementManaging operations is vital to every type of organization, for it is only through effective and efficient utilization of resources that an organization can be successful in the long run. This is especially true today, when we see that significant competitive advantages accrue to those firms that manage their operations effectively. We define operations in the broadest sense, not confining the focus within a set of walls but defining the scope to the thoughts and activities necessary to supply goods and services from their conception to their consumption. This course introduces you to the operational challenges that entrepreneurs and managers face and provides a set of tools to aid you in designing, evaluating and managing business processes to meet your organization’s objectives. Throughout the semester we will explore interconnections between operational actions and management accounting analyses.PREREQUISITES: ACC1000 and FME1001 ",Interdisciplinary,"May 17, 2019",40 of 40,40,"Amovic, BojanAttachot, WeerapatAmovic, BojanAttachot, Weerapat", ,Undergraduate,06, Spring 2019,Full Session,"Jan 23, 2019",2019, 8:00AM- 9:15AM 9:45AM-11:00AM,Spring,SME:MANAGERIAL ACCOUNTING AND OPERATIONS
40,Intermediate Management,SME2000,+/-Intermediate Management ,6.00,MW    11:30AM-12:45PMMW     1:15PM- 2:30PM,MW,"The sophomore management experience MAC and TOM module (SME) integrates two subject streams: Technology and Operations Management (3 credits) and Managerial Accounting (3 credits).  This module focuses on the internal organization and processes required for entrepreneurial leaders and managers to successfully test and execute business strategies. To be effective, entrepreneurs and managers must design operations, model the expected performance of operational designs, make decisions that strategically manage costs, and take actions that achieve desired results in an ethical manner. The two streams in this module will help build the skills you need to become ethical entrepreneurial leaders and managers. You will experience how the design of operations impacts measured performance, and how modeling expected results before action is taken leads to improved operational decisions. SME will also provide learning experiences that demonstrate the interconnections between the streams.***Students may not take SME2000 and SME2010 concurrently***SME2001 Managerial Accounting3 credit intermediate management The Managerial Accounting stream in SME builds on knowledge acquired in Financial Accounting but shifts the focus to providing entrepreneurs and managers with relevant information that supports decision making and performance measurement. The stream introduces the language of managerial accounting and teaches students to perform basic management accounting analyses (e.g., costing of cost objects, cost behavior, differential analysis, and performance measurement). The stream requires students to use the results of their analysis to evaluate the design of operations, to make strategic decisions, and to propose action. Issues covered include selecting a profitable mix of products and services, analyzing profits and costs during product development, budgeting for operations, analyzing whether to outsource or insource activities, and managing performance through measurement systems. Throughout the semester we will explore interconnections between management accounting analyses and operational actions.SME2002 Managing Operations3 credit intermediate managementManaging operations is vital to every type of organization, for it is only through effective and efficient utilization of resources that an organization can be successful in the long run. This is especially true today, when we see that significant competitive advantages accrue to those firms that manage their operations effectively. We define operations in the broadest sense, not confining the focus within a set of walls but defining the scope to the thoughts and activities necessary to supply goods and services from their conception to their consumption. This course introduces you to the operational challenges that entrepreneurs and managers face and provides a set of tools to aid you in designing, evaluating and managing business processes to meet your organization’s objectives. Throughout the semester we will explore interconnections between operational actions and management accounting analyses.PREREQUISITES: ACC1000 and FME1001 ",Interdisciplinary,"May 17, 2019",40 of 40,40,"Block, RichardJohnson, Brad ABlock, RichardJohnson, Brad A", ,Undergraduate,07, Spring 2019,Full Session,"Jan 23, 2019",2019,11:30AM-12:45PM 1:15PM- 2:30PM,Spring,SME:MANAGERIAL ACCOUNTING AND OPERATIONS
40,Intermediate Management,SME2010,+/-Intermediate Management ,6.00,MW     8:00AM- 9:15AMMW     9:45AM-11:00AM,MW,"Marketing is involved with the task of ethically marketing products and services in a global environment. In order to survive in the contemporary business world, organizations have to continually bring new ideas and products/services to the market – think creatively, act entrepreneurially and utilize analytical rigor.  The Marketing stream of SME will examine how marketers can recognize and utilize changes in the political, economic, social, and technological environments to identify and target opportunities; how to develop and communicate value propositions; and how to develop successful marketing strategies.  These strategies will emphasize market analysis and the Four Ps (product, pricing, place, and promotion). Students will also be introduced to the analytical tools and methods crucial to understanding the role of these variables in achieving marketing goals and reaching performance metrics.  This stream will also explore issues associated with:  social media, marketing research and marketing analytics, buying behavior, market segmentation, branding, retailing, value-based pricing, advertising, sales, and other marketing topics as they are applied to the management of marketing goods and services.  Methods of instruction will include lecture, discussion, experiential (involvement) learning, integrative teaching, simulations, and case analysis.  Methods of assessment will include: quizzes, presentations, exams and participation.  The material and the various methods of instructions are guided by Babson’s learning goals. The marketing stream of SME will primarily integrate with Managing Technology and Information Systems.  There will be a joint social media related project and presentation*** Students may not take SME2000 and SME2010 concurrently***MKT2011 Marketing3 credit intermediate managementThe sophomore management experience MKT and IT module (SME) integrates two subject streams: Marketing (3 credits) and Managing Technology and Information Systems (3 credits).  This module focuses on helping students develop an understanding of the marketplace and the role of informational data bases, marketing research and marketing analytics in adding this understanding.  The two streams highlight the role of marketing and information technology interface in a variety of contexts to enhance the effectiveness of business strategies.  Businesses are actively using social media, mobile and online to market their products and services. The two streams will jointly highlight the importance of these information technology advancements in enabling businesses (and marketers) to better serve their customers.  SME will also provide learning experiences that demonstrate the interconnections between the streams.SME2012 Managing Information Technology and Systems3 credit intermediate managementManaging Information Technology and Systems (MITS), part of the second year management curriculum, is designed to introduce students to the foundational concepts in Information Technology and Systems (ITS) and their application in managing innovation, ITS infrastructure, and organizational partners (suppliers/customers) in the context of a medium/large business. The course will integrate primarily with Marketing and Operations using common/linked cases and joint exercises. The pre-requisites for the course is FME (Foundation of Management and Entrepreneurship).Prerequisite: FME1001",Interdisciplinary,"May 17, 2019",40 of 40,40,"Gilleran, RuthTBA, .Gilleran, RuthTBA, .", ,Undergraduate,01, Spring 2019,Full Session,"Jan 23, 2019",2019, 8:00AM- 9:15AM 9:45AM-11:00AM,Spring,SME: MARKETING AND INFO TECHNOLOGY
40,Intermediate Management,SME2010,+/-Intermediate Management ,6.00,MW     9:45AM-11:00AMMW    11:30AM-12:45PM,MW,"Marketing is involved with the task of ethically marketing products and services in a global environment. In order to survive in the contemporary business world, organizations have to continually bring new ideas and products/services to the market – think creatively, act entrepreneurially and utilize analytical rigor.  The Marketing stream of SME will examine how marketers can recognize and utilize changes in the political, economic, social, and technological environments to identify and target opportunities; how to develop and communicate value propositions; and how to develop successful marketing strategies.  These strategies will emphasize market analysis and the Four Ps (product, pricing, place, and promotion). Students will also be introduced to the analytical tools and methods crucial to understanding the role of these variables in achieving marketing goals and reaching performance metrics.  This stream will also explore issues associated with:  social media, marketing research and marketing analytics, buying behavior, market segmentation, branding, retailing, value-based pricing, advertising, sales, and other marketing topics as they are applied to the management of marketing goods and services.  Methods of instruction will include lecture, discussion, experiential (involvement) learning, integrative teaching, simulations, and case analysis.  Methods of assessment will include: quizzes, presentations, exams and participation.  The material and the various methods of instructions are guided by Babson’s learning goals. The marketing stream of SME will primarily integrate with Managing Technology and Information Systems.  There will be a joint social media related project and presentation*** Students may not take SME2000 and SME2010 concurrently***MKT2011 Marketing3 credit intermediate managementThe sophomore management experience MKT and IT module (SME) integrates two subject streams: Marketing (3 credits) and Managing Technology and Information Systems (3 credits).  This module focuses on helping students develop an understanding of the marketplace and the role of informational data bases, marketing research and marketing analytics in adding this understanding.  The two streams highlight the role of marketing and information technology interface in a variety of contexts to enhance the effectiveness of business strategies.  Businesses are actively using social media, mobile and online to market their products and services. The two streams will jointly highlight the importance of these information technology advancements in enabling businesses (and marketers) to better serve their customers.  SME will also provide learning experiences that demonstrate the interconnections between the streams.SME2012 Managing Information Technology and Systems3 credit intermediate managementManaging Information Technology and Systems (MITS), part of the second year management curriculum, is designed to introduce students to the foundational concepts in Information Technology and Systems (ITS) and their application in managing innovation, ITS infrastructure, and organizational partners (suppliers/customers) in the context of a medium/large business. The course will integrate primarily with Marketing and Operations using common/linked cases and joint exercises. The pre-requisites for the course is FME (Foundation of Management and Entrepreneurship).Prerequisite: FME1001",Interdisciplinary,"May 17, 2019",40 of 40,40,"Gilleran, RuthTBA, .Gilleran, RuthTBA, .", ,Undergraduate,02, Spring 2019,Full Session,"Jan 23, 2019",2019, 9:45AM-11:00AM11:30AM-12:45PM,Spring,SME: MARKETING AND INFO TECHNOLOGY
40,Intermediate Management,SME2010,+/-Intermediate Management ,6.00,MW    11:30AM-12:45PMMW     1:15PM- 2:30PM,MW,"Marketing is involved with the task of ethically marketing products and services in a global environment. In order to survive in the contemporary business world, organizations have to continually bring new ideas and products/services to the market – think creatively, act entrepreneurially and utilize analytical rigor.  The Marketing stream of SME will examine how marketers can recognize and utilize changes in the political, economic, social, and technological environments to identify and target opportunities; how to develop and communicate value propositions; and how to develop successful marketing strategies.  These strategies will emphasize market analysis and the Four Ps (product, pricing, place, and promotion). Students will also be introduced to the analytical tools and methods crucial to understanding the role of these variables in achieving marketing goals and reaching performance metrics.  This stream will also explore issues associated with:  social media, marketing research and marketing analytics, buying behavior, market segmentation, branding, retailing, value-based pricing, advertising, sales, and other marketing topics as they are applied to the management of marketing goods and services.  Methods of instruction will include lecture, discussion, experiential (involvement) learning, integrative teaching, simulations, and case analysis.  Methods of assessment will include: quizzes, presentations, exams and participation.  The material and the various methods of instructions are guided by Babson’s learning goals. The marketing stream of SME will primarily integrate with Managing Technology and Information Systems.  There will be a joint social media related project and presentation*** Students may not take SME2000 and SME2010 concurrently***MKT2011 Marketing3 credit intermediate managementThe sophomore management experience MKT and IT module (SME) integrates two subject streams: Marketing (3 credits) and Managing Technology and Information Systems (3 credits).  This module focuses on helping students develop an understanding of the marketplace and the role of informational data bases, marketing research and marketing analytics in adding this understanding.  The two streams highlight the role of marketing and information technology interface in a variety of contexts to enhance the effectiveness of business strategies.  Businesses are actively using social media, mobile and online to market their products and services. The two streams will jointly highlight the importance of these information technology advancements in enabling businesses (and marketers) to better serve their customers.  SME will also provide learning experiences that demonstrate the interconnections between the streams.SME2012 Managing Information Technology and Systems3 credit intermediate managementManaging Information Technology and Systems (MITS), part of the second year management curriculum, is designed to introduce students to the foundational concepts in Information Technology and Systems (ITS) and their application in managing innovation, ITS infrastructure, and organizational partners (suppliers/customers) in the context of a medium/large business. The course will integrate primarily with Marketing and Operations using common/linked cases and joint exercises. The pre-requisites for the course is FME (Foundation of Management and Entrepreneurship).Prerequisite: FME1001",Interdisciplinary,"May 17, 2019",40 of 40,40,"Gillan Huang, ClareGrewal, DhruvGillan Huang, ClareGrewal, Dhruv", ,Undergraduate,03, Spring 2019,Full Session,"Jan 23, 2019",2019,11:30AM-12:45PM 1:15PM- 2:30PM,Spring,SME: MARKETING AND INFO TECHNOLOGY
40,Intermediate Management,SME2010,+/-Intermediate Management ,6.00,MW     1:15PM- 2:30PMMW     3:00PM- 4:15PM,MW,"Marketing is involved with the task of ethically marketing products and services in a global environment. In order to survive in the contemporary business world, organizations have to continually bring new ideas and products/services to the market – think creatively, act entrepreneurially and utilize analytical rigor.  The Marketing stream of SME will examine how marketers can recognize and utilize changes in the political, economic, social, and technological environments to identify and target opportunities; how to develop and communicate value propositions; and how to develop successful marketing strategies.  These strategies will emphasize market analysis and the Four Ps (product, pricing, place, and promotion). Students will also be introduced to the analytical tools and methods crucial to understanding the role of these variables in achieving marketing goals and reaching performance metrics.  This stream will also explore issues associated with:  social media, marketing research and marketing analytics, buying behavior, market segmentation, branding, retailing, value-based pricing, advertising, sales, and other marketing topics as they are applied to the management of marketing goods and services.  Methods of instruction will include lecture, discussion, experiential (involvement) learning, integrative teaching, simulations, and case analysis.  Methods of assessment will include: quizzes, presentations, exams and participation.  The material and the various methods of instructions are guided by Babson’s learning goals. The marketing stream of SME will primarily integrate with Managing Technology and Information Systems.  There will be a joint social media related project and presentation*** Students may not take SME2000 and SME2010 concurrently***MKT2011 Marketing3 credit intermediate managementThe sophomore management experience MKT and IT module (SME) integrates two subject streams: Marketing (3 credits) and Managing Technology and Information Systems (3 credits).  This module focuses on helping students develop an understanding of the marketplace and the role of informational data bases, marketing research and marketing analytics in adding this understanding.  The two streams highlight the role of marketing and information technology interface in a variety of contexts to enhance the effectiveness of business strategies.  Businesses are actively using social media, mobile and online to market their products and services. The two streams will jointly highlight the importance of these information technology advancements in enabling businesses (and marketers) to better serve their customers.  SME will also provide learning experiences that demonstrate the interconnections between the streams.SME2012 Managing Information Technology and Systems3 credit intermediate managementManaging Information Technology and Systems (MITS), part of the second year management curriculum, is designed to introduce students to the foundational concepts in Information Technology and Systems (ITS) and their application in managing innovation, ITS infrastructure, and organizational partners (suppliers/customers) in the context of a medium/large business. The course will integrate primarily with Marketing and Operations using common/linked cases and joint exercises. The pre-requisites for the course is FME (Foundation of Management and Entrepreneurship).Prerequisite: FME1001",Interdisciplinary,"May 17, 2019",34 of 40,34,"Gillan Huang, ClareGrewal, DhruvGillan Huang, ClareGrewal, Dhruv", ,Undergraduate,04, Spring 2019,Full Session,"Jan 23, 2019",2019, 1:15PM- 2:30PM 3:00PM- 4:15PM,Spring,SME: MARKETING AND INFO TECHNOLOGY
40,Intermediate Management,SME2010,+/-Intermediate Management ,6.00,TR     9:45AM-11:00AMTR    11:30AM-12:45PM,TR,"Marketing is involved with the task of ethically marketing products and services in a global environment. In order to survive in the contemporary business world, organizations have to continually bring new ideas and products/services to the market – think creatively, act entrepreneurially and utilize analytical rigor.  The Marketing stream of SME will examine how marketers can recognize and utilize changes in the political, economic, social, and technological environments to identify and target opportunities; how to develop and communicate value propositions; and how to develop successful marketing strategies.  These strategies will emphasize market analysis and the Four Ps (product, pricing, place, and promotion). Students will also be introduced to the analytical tools and methods crucial to understanding the role of these variables in achieving marketing goals and reaching performance metrics.  This stream will also explore issues associated with:  social media, marketing research and marketing analytics, buying behavior, market segmentation, branding, retailing, value-based pricing, advertising, sales, and other marketing topics as they are applied to the management of marketing goods and services.  Methods of instruction will include lecture, discussion, experiential (involvement) learning, integrative teaching, simulations, and case analysis.  Methods of assessment will include: quizzes, presentations, exams and participation.  The material and the various methods of instructions are guided by Babson’s learning goals. The marketing stream of SME will primarily integrate with Managing Technology and Information Systems.  There will be a joint social media related project and presentation*** Students may not take SME2000 and SME2010 concurrently***MKT2011 Marketing3 credit intermediate managementThe sophomore management experience MKT and IT module (SME) integrates two subject streams: Marketing (3 credits) and Managing Technology and Information Systems (3 credits).  This module focuses on helping students develop an understanding of the marketplace and the role of informational data bases, marketing research and marketing analytics in adding this understanding.  The two streams highlight the role of marketing and information technology interface in a variety of contexts to enhance the effectiveness of business strategies.  Businesses are actively using social media, mobile and online to market their products and services. The two streams will jointly highlight the importance of these information technology advancements in enabling businesses (and marketers) to better serve their customers.  SME will also provide learning experiences that demonstrate the interconnections between the streams.SME2012 Managing Information Technology and Systems3 credit intermediate managementManaging Information Technology and Systems (MITS), part of the second year management curriculum, is designed to introduce students to the foundational concepts in Information Technology and Systems (ITS) and their application in managing innovation, ITS infrastructure, and organizational partners (suppliers/customers) in the context of a medium/large business. The course will integrate primarily with Marketing and Operations using common/linked cases and joint exercises. The pre-requisites for the course is FME (Foundation of Management and Entrepreneurship).Prerequisite: FME1001",Interdisciplinary,"May 17, 2019",39 of 40,39,"Bravo, SandyVenkatesh, VishnuBravo, SandyVenkatesh, Vishnu", ,Undergraduate,05, Spring 2019,Full Session,"Jan 22, 2019",2019, 9:45AM-11:00AM11:30AM-12:45PM,Spring,SME: MARKETING AND INFO TECHNOLOGY
40,Intermediate Management,SME2010,+/-Intermediate Management ,6.00,TR     1:15PM- 2:30PMTR     3:00PM- 4:15PM,TR,"Marketing is involved with the task of ethically marketing products and services in a global environment. In order to survive in the contemporary business world, organizations have to continually bring new ideas and products/services to the market – think creatively, act entrepreneurially and utilize analytical rigor.  The Marketing stream of SME will examine how marketers can recognize and utilize changes in the political, economic, social, and technological environments to identify and target opportunities; how to develop and communicate value propositions; and how to develop successful marketing strategies.  These strategies will emphasize market analysis and the Four Ps (product, pricing, place, and promotion). Students will also be introduced to the analytical tools and methods crucial to understanding the role of these variables in achieving marketing goals and reaching performance metrics.  This stream will also explore issues associated with:  social media, marketing research and marketing analytics, buying behavior, market segmentation, branding, retailing, value-based pricing, advertising, sales, and other marketing topics as they are applied to the management of marketing goods and services.  Methods of instruction will include lecture, discussion, experiential (involvement) learning, integrative teaching, simulations, and case analysis.  Methods of assessment will include: quizzes, presentations, exams and participation.  The material and the various methods of instructions are guided by Babson’s learning goals. The marketing stream of SME will primarily integrate with Managing Technology and Information Systems.  There will be a joint social media related project and presentation*** Students may not take SME2000 and SME2010 concurrently***MKT2011 Marketing3 credit intermediate managementThe sophomore management experience MKT and IT module (SME) integrates two subject streams: Marketing (3 credits) and Managing Technology and Information Systems (3 credits).  This module focuses on helping students develop an understanding of the marketplace and the role of informational data bases, marketing research and marketing analytics in adding this understanding.  The two streams highlight the role of marketing and information technology interface in a variety of contexts to enhance the effectiveness of business strategies.  Businesses are actively using social media, mobile and online to market their products and services. The two streams will jointly highlight the importance of these information technology advancements in enabling businesses (and marketers) to better serve their customers.  SME will also provide learning experiences that demonstrate the interconnections between the streams.SME2012 Managing Information Technology and Systems3 credit intermediate managementManaging Information Technology and Systems (MITS), part of the second year management curriculum, is designed to introduce students to the foundational concepts in Information Technology and Systems (ITS) and their application in managing innovation, ITS infrastructure, and organizational partners (suppliers/customers) in the context of a medium/large business. The course will integrate primarily with Marketing and Operations using common/linked cases and joint exercises. The pre-requisites for the course is FME (Foundation of Management and Entrepreneurship).Prerequisite: FME1001",Interdisciplinary,"May 17, 2019",22 of 40,22,"Bravo, SandyStoddard, Donna BBravo, SandyStoddard, Donna B", ,Undergraduate,06, Spring 2019,Full Session,"Jan 22, 2019",2019, 1:15PM- 2:30PM 3:00PM- 4:15PM,Spring,SME: MARKETING AND INFO TECHNOLOGY
40,Intermediate Management,SME2010,+/-Intermediate Management ,6.00,TR     1:15PM- 2:30PMTR     3:00PM- 4:15PM,TR,"Marketing is involved with the task of ethically marketing products and services in a global environment. In order to survive in the contemporary business world, organizations have to continually bring new ideas and products/services to the market – think creatively, act entrepreneurially and utilize analytical rigor.  The Marketing stream of SME will examine how marketers can recognize and utilize changes in the political, economic, social, and technological environments to identify and target opportunities; how to develop and communicate value propositions; and how to develop successful marketing strategies.  These strategies will emphasize market analysis and the Four Ps (product, pricing, place, and promotion). Students will also be introduced to the analytical tools and methods crucial to understanding the role of these variables in achieving marketing goals and reaching performance metrics.  This stream will also explore issues associated with:  social media, marketing research and marketing analytics, buying behavior, market segmentation, branding, retailing, value-based pricing, advertising, sales, and other marketing topics as they are applied to the management of marketing goods and services.  Methods of instruction will include lecture, discussion, experiential (involvement) learning, integrative teaching, simulations, and case analysis.  Methods of assessment will include: quizzes, presentations, exams and participation.  The material and the various methods of instructions are guided by Babson’s learning goals. The marketing stream of SME will primarily integrate with Managing Technology and Information Systems.  There will be a joint social media related project and presentation*** Students may not take SME2000 and SME2010 concurrently***MKT2011 Marketing3 credit intermediate managementThe sophomore management experience MKT and IT module (SME) integrates two subject streams: Marketing (3 credits) and Managing Technology and Information Systems (3 credits).  This module focuses on helping students develop an understanding of the marketplace and the role of informational data bases, marketing research and marketing analytics in adding this understanding.  The two streams highlight the role of marketing and information technology interface in a variety of contexts to enhance the effectiveness of business strategies.  Businesses are actively using social media, mobile and online to market their products and services. The two streams will jointly highlight the importance of these information technology advancements in enabling businesses (and marketers) to better serve their customers.  SME will also provide learning experiences that demonstrate the interconnections between the streams.SME2012 Managing Information Technology and Systems3 credit intermediate managementManaging Information Technology and Systems (MITS), part of the second year management curriculum, is designed to introduce students to the foundational concepts in Information Technology and Systems (ITS) and their application in managing innovation, ITS infrastructure, and organizational partners (suppliers/customers) in the context of a medium/large business. The course will integrate primarily with Marketing and Operations using common/linked cases and joint exercises. The pre-requisites for the course is FME (Foundation of Management and Entrepreneurship).Prerequisite: FME1001",Interdisciplinary,"May 17, 2019",20 of 40,20,"Stoddard, Donna BTBA, .Stoddard, Donna BTBA, .", ,Undergraduate,07, Spring 2019,Full Session,"Jan 22, 2019",2019, 1:15PM- 2:30PM 3:00PM- 4:15PM,Spring,SME: MARKETING AND INFO TECHNOLOGY
40,Intermediate Management,SME2010,+/-Intermediate Management ,6.00,TR     8:00AM- 9:15AMTR     9:45AM-11:00AM,TR,"Marketing is involved with the task of ethically marketing products and services in a global environment. In order to survive in the contemporary business world, organizations have to continually bring new ideas and products/services to the market – think creatively, act entrepreneurially and utilize analytical rigor.  The Marketing stream of SME will examine how marketers can recognize and utilize changes in the political, economic, social, and technological environments to identify and target opportunities; how to develop and communicate value propositions; and how to develop successful marketing strategies.  These strategies will emphasize market analysis and the Four Ps (product, pricing, place, and promotion). Students will also be introduced to the analytical tools and methods crucial to understanding the role of these variables in achieving marketing goals and reaching performance metrics.  This stream will also explore issues associated with:  social media, marketing research and marketing analytics, buying behavior, market segmentation, branding, retailing, value-based pricing, advertising, sales, and other marketing topics as they are applied to the management of marketing goods and services.  Methods of instruction will include lecture, discussion, experiential (involvement) learning, integrative teaching, simulations, and case analysis.  Methods of assessment will include: quizzes, presentations, exams and participation.  The material and the various methods of instructions are guided by Babson’s learning goals. The marketing stream of SME will primarily integrate with Managing Technology and Information Systems.  There will be a joint social media related project and presentation*** Students may not take SME2000 and SME2010 concurrently***MKT2011 Marketing3 credit intermediate managementThe sophomore management experience MKT and IT module (SME) integrates two subject streams: Marketing (3 credits) and Managing Technology and Information Systems (3 credits).  This module focuses on helping students develop an understanding of the marketplace and the role of informational data bases, marketing research and marketing analytics in adding this understanding.  The two streams highlight the role of marketing and information technology interface in a variety of contexts to enhance the effectiveness of business strategies.  Businesses are actively using social media, mobile and online to market their products and services. The two streams will jointly highlight the importance of these information technology advancements in enabling businesses (and marketers) to better serve their customers.  SME will also provide learning experiences that demonstrate the interconnections between the streams.SME2012 Managing Information Technology and Systems3 credit intermediate managementManaging Information Technology and Systems (MITS), part of the second year management curriculum, is designed to introduce students to the foundational concepts in Information Technology and Systems (ITS) and their application in managing innovation, ITS infrastructure, and organizational partners (suppliers/customers) in the context of a medium/large business. The course will integrate primarily with Marketing and Operations using common/linked cases and joint exercises. The pre-requisites for the course is FME (Foundation of Management and Entrepreneurship).Prerequisite: FME1001",Interdisciplinary,"May 17, 2019",32 of 40,32,"Accardi, Kenneth LBal, AnjaliAccardi, Kenneth LBal, Anjali", ,Undergraduate,08, Spring 2019,Full Session,"Jan 22, 2019",2019, 8:00AM- 9:15AM 9:45AM-11:00AM,Spring,SME: MARKETING AND INFO TECHNOLOGY
40,Intermediate Management,SME2021,+/-Intermediate Management ,3.00,MW     8:00AM- 9:15AM,MW,"SME2021: Finance3 credit intermediate managementSME finance is designed to develop student understanding of the role of finance in the management of a business venture. Effective financial management, whether performed by the general manager in a small business, or by the finance organization in a large corporation, is necessary if a venture is to succeed and grow. A successful financial manager must have skills, abilities, tools, and a theoretical understanding in many areas, including valuation, financial forecasting, capital budgeting, investor expectations regarding risk and return, the cost of investor supplied capital, and financial strategy. Student skills will be developed in all of these areas in the SME finance stream through readings, lectures, class discussions, exercises, and an analytical project. A successful financial manager must also understand the venture’s economic environment, its products, services, and market position, its operational capabilities, and its organizational behavior characteristics. The SME finance stream will link financial management analysis and decisions to these other critical functional areas, so the student will understand its part in achieving overall success for the venture.Prerequisite: ACC1000 and QTM1000 ",Finance,"May 17, 2019",40 of 40,40,"Bliss, Richard T", ,Undergraduate,01, Spring 2019,Full Session,"Jan 23, 2019",2019, 8:00AM- 9:15AM,Spring,PRINCIPLES OF FINANCE
40,Intermediate Management,SME2021,+/-Intermediate Management ,3.00,MW     9:45AM-11:00AM,MW,"SME2021: Finance3 credit intermediate managementSME finance is designed to develop student understanding of the role of finance in the management of a business venture. Effective financial management, whether performed by the general manager in a small business, or by the finance organization in a large corporation, is necessary if a venture is to succeed and grow. A successful financial manager must have skills, abilities, tools, and a theoretical understanding in many areas, including valuation, financial forecasting, capital budgeting, investor expectations regarding risk and return, the cost of investor supplied capital, and financial strategy. Student skills will be developed in all of these areas in the SME finance stream through readings, lectures, class discussions, exercises, and an analytical project. A successful financial manager must also understand the venture’s economic environment, its products, services, and market position, its operational capabilities, and its organizational behavior characteristics. The SME finance stream will link financial management analysis and decisions to these other critical functional areas, so the student will understand its part in achieving overall success for the venture.Prerequisite: ACC1000 and QTM1000 ",Finance,"May 17, 2019",40 of 40,40,"Bliss, Richard T", ,Undergraduate,02, Spring 2019,Full Session,"Jan 23, 2019",2019, 9:45AM-11:00AM,Spring,PRINCIPLES OF FINANCE
